url,label
rottentomatoes.com/m/warner_bros_cartoons_golden_jubilee_24_karat_collection_road_runner_vs_wile_e_coyote_the_classic_chase/,1
rottentomatoes.com/m/warner_bros_cartoons_golden_jubilee_24_karat_collection_speedy_gonzales_fast_funnies/,1
rottentomatoes.com/m/wcw_superbrawl_2_date_with_destiny/,1
rottentomatoes.com/m/wcw_superbrawl_3/,1
rottentomatoes.com/m/west_is_west/,1
rottentomatoes.com/m/wet_hot_american_summer/,1
rottentomatoes.com/m/whale-music/,1
rottentomatoes.com/m/when_time_ran_out/,1
rottentomatoes.com/m/white-stripes-under-blackpool-lights/,1
rottentomatoes.com/m/white_stripes_under_blackpool_lights/,1
rottentomatoes.com/m/why_we_laugh_black_comedians_on_black_comedy/,1
rottentomatoes.com/m/wicker_man/,1
rottentomatoes.com/m/wild_child/,1
rottentomatoes.com/m/wild_west_comedy_show/,1
rottentomatoes.com/m/winning_at_golf_with_amy_alcott/,1
rottentomatoes.com/m/worst_witch/,1
rottentomatoes.com/m/wrong_side_of_town/,1
rottentomatoes.com/m/wwe_breaking_point_2009/,1
rottentomatoes.com/m/xanadu/,1
rottentomatoes.com/m/xena_warrior_princess_season_one/,1
rottentomatoes.com/m/xena_warrior_princess_season_two/,1
rottentomatoes.com/m/youngheart/,1
0000111servicehelpdesk.godaddysites.com,0
000011accesswebform.godaddysites.com,0
00003.online,0
lynkss.shop,0
https://lynkss.shop,0
0009servicedeskowa.godaddysites.com,0
000n38p.wcomhost.com,0
000n38t.wcomhost.com,0
000n8pc.wcomhost.com,0
000ne9r.wcomhost.com,0
000njep.wcomhost.com,0
000nku9.wcomhost.com,0
000nt6r.wcomhost.com,0
000nx2b.wcomhost.com,0
000o1g0.wcomhost.com,0
000o2ba.wcomhost.com,0
000o2sl.wcomhost.com,0
000o4d4.wcomhost.com,0
000o4n8.wcomhost.com,0
000o5eh.wcomhost.com,0
000o8dc.wcomhost.com,0
001002.xyz,0
0010defaulttypeds0678pailem.weebly.com,0
00110omeopranslateslentldetext.godaddysites.com,0
00432453212346.z13.web.core.windows.net,0
00e9e64bacce231bc2e4635333a7a68bbab82bbabbb7941b9b-apidata.googleusercontent.com,0
00wellsfarg.azurewebsites.net,0
0101-mx001.emailnetwork.uk,0
0132.slfrc209.com,0
018161955758690-dot-cjr-ksh-egy.appspot.com,0
0307shppsp01.fun,0
0331.16mb.com,0
0365officeonline.blob.core.windows.net,0
0365officeproduct.blob.core.windows.net,0
039282fsd.z19.web.core.windows.net,0
041089719357198-dot-cjr-ksh-egy.appspot.com,0
042019.tk,0
04393bf.netsolhost.com,0
043b689.netsolhost.com,0
043b791.netsolhost.com,0
043bccd.netsolhost.com,0
044088d.wcomhost.com,0
04df7d95-f8fb-4d90-97df-7d56dd7640ce-9d951d.netlify.com,0
0503.site,0
061093220165.ctinets.com,0
067f3f4d4e085681f28dee075d3bf310.gq,0
073zlaokta.com,0
08-2019-central.cloudaccess.host,0
08782949.624dgns34gh.pw,0
0879.bounceme.net,0
088invoice.online,0
08ea080b.ngrok.io,0
08fb4a32b302c45e.insonpolooapp.xyz,0
090676b3fedd4b4dbd28a578c432da8e.testurl.ws,0
09102019helpdesk20ticket-secondary.z19.web.core.windows.net,0
091100-start-att.weebly.com,0
09-2019-novobanc-o.cloudaccess.host,0
0946658.godaddysites.com,0
0947.16mb.com,0
0b50yutyudmynkmsh0mp0t7d6i4rv4pxw52a4ii9x8wajv4m4j.xyz,0
0bmen-money.online,0
0bmen.online,0
0c2onosts-svcs.myddns.me,0
0c584d61-0ba8-48fe-8709-44323bfc47c1.htmlcomponentservice.com,0
0d03525a.ngrok.io,0
0et.cn40p.pro,0
0ffice-resolving-l0gin-365.trilhadojerico.com.br,0
0ffice-securltlesy-micr0s0ft-acc0unt.online,0
0fflce-ac0unt-secure-auuth-mlcr0s0ft.xyz,0
0fj3.icu,0
0iosr4na5grhmyf.mediderm.com,0
0mmbre5dfb31.netlify.com,0
0s.or3ws5dumvzc4y3pnu.drgo.ru,0
0s.or3ws5dumvzc4y3pnu.mbway.ru,0
0utiook.live,0
0utl00k-365-0ff1ce0nline.ml,0
0w6dcfry8540pw57cy436t1by8qqd2cen2mmf31fv9betkpxb0.xyz,0
0x8e89ad3526d65f8a.xyz,0
10000587845458.16mb.com,0
10000eth.net,0
1000265854000295.16mb.com,0
10008412545141.16mb.com,0
100389.azurewebsites.net,0
10059.azurewebsites.net,0
100amzm.azurewebsites.net,0
100btc.online,0
100dh.tk,0
100monet.online,0
100x-mlt-btc.com,0
1010928192.hopto.org,0
10124-settings.16mb.com,0
101-781-130-314.co.nf,0
1024201522.rsc.cdn77.org,0
1024565520000.16mb.com,0
103.114.104.87,0
103.119.0.224,0
103.119.30.176,0
103.195.100.74,0
103.195.7.246,0
103.195.7.57,0
103.210.236.134,0
103.21.182.11,0
103.21.182.17,0
103.213.249.217,0
103.231.14.198,0
103.250.52.30,0
103.27.227.176,0
103.41.45.130,0
103.52.188.138,0
103.56.16.107,0
103.56.16.190,0
103.70.226.173,0
103.71.168.43,0
103.71.49.221,0
104.211.16.249,0
104.211.60.209,0
104.211.62.155,0
104.237.5.32,0
104.248.111.110,0
104.248.135.188,0
104.248.143.105,0
104.248.146.112,0
104.248.146.7,0
104.248.147.161,0
104.248.172.52,0
